"430822000193","湖南省张家界市桑植县西莲乡石门垭检查站与石门交界处微卡1","110.75960400","29.69845300","430822","湖南省张家界市桑植县西莲乡石门垭检查站与石门交界处",1,"4",4,6,"430800000000","","","石门交界处微卡1",3,"64005","","500",1,2,"3"
"430822000192","湖南省张家界市桑植县溪莲乡江丰加油站微卡1","110.71931900","29.67479200","430822","湖南省张家界市桑植县溪莲乡江丰加油站",1,"4",4,6,"430800000000","","","溪莲乡江丰加油站微卡1",3,"64005","","500",1,2,"3"
"430822000179","湖南省张家界市桑植县叶家桥村三岔路口微卡1","110.40601200","29.44478800","430822","湖南省张家界市桑植县叶家桥村三岔路口",1,"4",4,6,"430800000000","","","叶家桥村三岔路口微卡1",3,"64009","","500",2,1,"2"
"430822000160","湖南省张家界市桑植县洪家关白族乡Y407微卡1","110.11371000","29.41244200","430822","湖南省张家界市桑植县洪家关白族乡Y407",1,"4",4,6,"430800000000","","","洪家关白族乡Y407微卡1",3,"64005","","500",2,1,"4"
"430822000158","湖南省张家界市桑植县洪家关白族乡Y420三屋洛八一希望小学微卡1","110.24939000","29.52487200","430822","湖南省张家界市桑植县洪家关白族乡Y420三屋洛八一希望小学",1,"4",4,6,"430800000000","","","洪家关白族乡八一希望小学微卡1",3,"64005","","500",2,1,"4"
"430822000156","湖南省张家界市桑植县洪家关白族乡虎洞路口微卡1","110.05901300","29.46155700","430822","湖南省张家界市桑植县洪家关白族乡虎洞路口",1,"4",4,6,"430800000000","","","洪家关白族乡虎洞路口微卡1",3,"64005","","500",2,1,"2"
"430822000139","湖南省张家界市桑植县空壳树乡街道出入口微卡1","110.33872200","29.43764500","430822","湖南省张家界市桑植县空壳树乡街道出入口",1,"4",4,6,"430800000000","","","空壳树乡街道出入口微卡1",3,"64009","","500",2,1,"2"
"430822000137","湖南省张家界市桑植县刘家坪纪念馆对面微卡1","110.22902500","29.46046200","430822","湖南省张家界市桑植县刘家坪纪念馆对面",1,"4",4,6,"430800000000","","","刘家坪纪念馆对面微卡1",3,"64004","","500",1,2,"9"
"430822000136","湖南省张家界市桑植县官地坪新路与瑞塔铺交汇处微卡1","110.24932200","29.42005300","430822","湖南省张家界市桑植县官地坪新路与瑞塔铺交汇处",1,"4",4,6,"430800000000","","","官地坪新路与瑞塔铺交汇处微卡1",3,"64004","","500",1,2,"2"
"430821000199","湖南省张家界市慈利县高桥镇街道三叉路口旁豪爵摩托店门前微卡1","110.98373100","29.17688300","430821","湖南省张家界市慈利县高桥镇街道三叉路口旁豪爵摩托店门前",1,"4",4,6,"430800000000","","","高桥镇街道豪爵摩托店门前微卡1",3,"62001","","500",2,1,"3"
"430821000195","湖南省张家界市慈利县双坪村与高桥交界处桥头微卡1","111.04508300","29.19769100","430821","湖南省张家界市慈利县双坪村与高桥交界处桥头",1,"4",4,6,"430800000000","","","双坪村与高桥交界处桥头微卡1",3,"62007","","500",2,1,"4"
"430821000193","湖南省张家界市慈利县龙潭河镇国家电网门口微卡1","111.07174200","29.24034300","430821","湖南省张家界市慈利县龙潭河镇国家电网门口",1,"4",4,6,"430800000000","","","龙潭河镇国家电网门口微卡1",3,"62007","","500",2,1,"4"
"430821000191","湖南省张家界市慈利县景龙桥乡芙蓉超市对面微卡1","111.09895200","29.30504300","430821","湖南省张家界市慈利县景龙桥乡芙蓉超市对面",1,"4",4,6,"430800000000","","","景龙桥乡芙蓉超市对面微卡1",3,"62001","","500",2,1,"4"
"430821000190","湖南省张家界市慈利县景龙桥乡清泉村建筑嘴岔口微卡1","111.06525200","29.26984200","430821","湖南省张家界市慈利县景龙桥乡清泉村建筑嘴岔口",1,"4",4,6,"430800000000","","","景龙桥乡清泉村建筑嘴岔口微卡1",3,"62007","","500",2,1,"4"
"430821000185","湖南省张家界市慈利县新银村三岔路口微卡1","111.31521700","29.51924300","430821","湖南省张家界市慈利县新银村三岔路口",1,"4",4,6,"430800000000","","","新银村三岔路口微卡1",3,"62001","","500",1,2,"4"
"430821000184","湖南省张家界市慈利县双狮村人民广告牌三岔路口微卡1","111.29843400","29.47124400","430821","湖南省张家界市慈利县双狮村人民广告牌三岔路口",1,"4",4,6,"430800000000","","","双狮村人民广告牌三岔路口微卡1",3,"62007","","500",2,1,"2"
"430821000182","湖南省张家界市慈利县华荣车湾三岔路口微卡1","111.31805100","29.54980800","430821","湖南省张家界市慈利县华荣车湾三岔路口",1,"4",4,6,"430800000000","","","华荣车湾三岔路口微卡1",3,"62001","","500",1,2,"2"
"430821000126","湖南省张家界市慈利县汽车西站出站口微卡1","111.09212300","29.41913200","430821","湖南省张家界市慈利县汽车西站出站口",1,"4",4,6,"430800000000","","","汽车西站出站口微卡1",3,"62007","","500",1,2,"9"
"430821000125","湖南省张家界市慈利县汽车西站新公交站微卡1","111.09120600","29.41867700","430821","湖南省张家界市慈利县汽车西站新公交站",1,"4",4,6,"430800000000","","","汽车西站新公交站微卡1",3,"62001","","500",1,2,"2"
"430821000124","湖南省张家界市慈利县澧水大桥桥下十字路口微卡1","111.11134500","29.43009700","430821","湖南省张家界市慈利县澧水大桥桥下十字路口",1,"4",4,6,"430800000000","","","澧水大桥桥下十字路口微卡1",3,"62001","","500",2,1,"8"
"430821000122","湖南省张家界市慈利县s306万福加油站桥头微卡1","111.16992800","29.40781300","430821","湖南省张家界市慈利县s306万福加油站桥头",1,"4",4,6,"430800000000","","","s306万福加油站桥头微卡1",3,"62001","","500",1,2,"3"
"430821000110","湖南省张家界市慈利县永安大桥南路口电杆31号边上微卡1","111.09272800","29.41600600","430821","湖南省张家界市慈利县永安大桥南路口电杆31号边上",1,"4",4,6,"430800000000","","","永安大桥南路口电杆31号边上微卡1",3,"62007","","500",1,2,"4"
"430821000108","湖南省张家界市慈利县笔架路中国大地保险门口微卡1","111.12964500","29.43025200","430821","湖南省张家界市慈利县笔架路中国大地保险门口",1,"4",4,6,"430800000000","","","笔架路中国大地保险门口微卡1",3,"62007","","500",1,2,"4"
"430821000104","湖南省张家界市慈利县园艺厂拐弯处微卡1","111.12880200","29.41051900","430821","湖南省张家界市慈利县园艺厂拐弯处",1,"4",4,6,"430800000000","","","园艺厂拐弯处微卡1",3,"62001","","500",1,2,"4"
"430821000102","湖南省张家界市慈利县黑入湾铁路桥微卡1","111.10035900","29.41798900","430821","湖南省张家界市慈利县黑入湾铁路桥",1,"4",4,6,"430800000000","","","黑入湾铁路桥微卡1",3,"62001","","500",1,2,"4"
"430821000101","湖南省张家界市慈利县海军基地三叉路口微卡1","111.10850300","29.41710100","430821","湖南省张家界市慈利县海军基地三叉路口",1,"4",4,6,"430800000000","","","海军基地三叉路口微卡1",3,"62001","","500",1,2,"4"
"430802001002","湖南省张家界市永定区一碗水公益陵园旁微卡1","110.53986000","29.09605200","430802","湖南省张家界市永定区一碗水公益陵园旁",1,"4",4,6,"430800000000","","","一碗水公益陵园旁微卡1",3,"90044","","500",1,2,"3"
"430802001001","湖南省张家界市永定区高运路37号卡1","110.44452900","29.13062100","430802","湖南省张家界市永定区高运路37号",1,"4",4,6,"430800000000","","","高运路37号卡1",3,"90044","","500",1,2,"7"
"430802000555","湖南省张家界市永定区三岔乡三岔路口往北50米处卡1","110.55113700","29.05894700","430802","湖南省张家界市永定区三岔乡三岔路口往北50米处",1,"4",4,6,"430800000000","","","三岔乡三岔路口往北50米处卡1",3,"41046","","500",1,2,"2"
"430802000553","湖南省张家界市永定区大坪顶风垭路口往北50米处微卡1","110.49637000","29.01725600","430802","湖南省张家界市永定区大坪顶风垭路口往北50米处",1,"4",4,6,"430800000000","","","大坪顶风垭路口往北50米处微卡1",3,"41004","","500",1,2,"2"
"430802000548","湖南省张家界市永定区X019青安平乡瞿家堡村委会前微卡1","110.14763500","29.24907100","430802","湖南省张家界市永定区X019青安平乡瞿家堡村委会前",1,"4",4,6,"430800000000","","","X019青安平乡瞿家堡村委会前微卡1",3,"41046","","500",2,1,"4"
"430802000547","湖南省张家界市永定区四关峪胡家湾台区公变旁微卡1","110.12700000","29.14812800","430802","湖南省张家界市永定区四关峪胡家湾台区公变旁",1,"4",4,6,"430800000000","","","四关峪胡家湾台区公变旁微卡1",3,"41050","","500",2,1,"4"
"430802000545","湖南省张家界市永定区温塘居委会吴家坪入口加油站旁微卡1","110.20670600","29.16667900","430802","湖南省张家界市永定区温塘居委会吴家坪入口加油站旁",1,"4",4,6,"430800000000","","","吴家坪入口加油站旁微卡1",3,"31009","","500",1,2,"4"
"430802000543","湖南省张家界市永定区X019乡道106交叉口1卡1","110.14761500","29.20063300","430802","湖南省张家界市永定区X019乡道106交叉口",1,"4",4,6,"430800000000","","","X019乡道106交叉口1卡1",3,"41189","","500",1,2,"3"
"430802000542","湖南省张家界市永定区温塘议事坡烤烟房旁微卡1","110.21781900","29.16844400","430802","湖南省张家界市永定区温塘议事坡烤烟房旁",1,"4",4,6,"430800000000","","","温塘议事坡烤烟房旁微卡1",3,"31008","","500",1,2,"3"
"430802000540","湖南省张家界市永定区青安坪乡加油站对面微卡1","110.14742800","29.25202200","430802","湖南省张家界市永定区青安坪乡加油站对面",1,"4",4,6,"430800000000","","","青安坪乡加油站对面微卡1",3,"31008","","500",2,1,"3"
"430802000539","湖南省张家界市永定区X019月家坪58号路牌前卡1","110.14095200","29.32661500","430802","湖南省张家界市永定区X019月家坪58号路牌前",1,"4",4,6,"430800000000","","","X019月家坪58号路牌前卡1",3,"41015","","500",2,1,"3"
"430802000492","湖南省张家界市永定区张慈线八家村入口微卡1","110.57493700","29.21766300","430802","湖南省张家界市永定区张慈线八家村入口",1,"4",4,6,"430800000000","","","张慈线八家村入口微卡1",3,"90025","","500",1,2,"4"
"430802000489","湖南省张家界市永定区新桥居委会金星油脂加工厂往南50米卡1","110.50442800","29.18623400","430802","湖南省张家界市永定区新桥居委会金星油脂加工厂往南50米",1,"4",4,6,"430800000000","","","新桥居委会卡1",3,"41015","","500",1,2,"3"
"430802000486","湖南省张家界市永定区合作桥覃家山村烈士坡组微卡1","110.56217400","29.22534800","430802","湖南省张家界市永定区合作桥覃家山村烈士坡组",1,"4",4,6,"430800000000","","","合作桥覃家山村烈士坡组微卡1",3,"90020","","500",1,2,"4"
"430802000485","湖南省张家界市永定区张慈线八家村入口微卡2","110.57493700","29.21766300","430802","湖南省张家界市永定区张慈线八家村入口",1,"4",4,6,"430800000000","","","张慈线八家村入口微卡2",3,"31010","","500",2,1,"4"
"430802000482","湖南省张家界市永定区新桥镇田家坪组入口微卡2","110.50506400","29.18655900","430802","湖南省张家界市永定区新桥镇田家坪组入口",1,"4",4,6,"430800000000","","","新桥镇田家坪组入口微卡2",3,"90022","","500",2,1,"4"
